ano,id_municipio,sigla_uf,cargo,sigla_partido
2016,3535408,SP,prefeito,CIDADANIA
2016,3539509,SP,prefeito,CIDADANIA
2016,3544509,SP,prefeito,PSD
2016,3549953,SP,prefeito,SOLIDARIEDADE
2016,3550605,SP,prefeito,PSDB
2016,3556453,SP,prefeito,PL
2020,3503356,SP,prefeito,PV
2020,3504503,SP,prefeito,PTB
2020,3509700,SP,prefeito,PSDB
2020,3512209,SP,prefeito,PSDB
2020,3513009,SP,prefeito,PSD
2020,3514957,SP,prefeito,PSDB
2020,3519204,SP,prefeito,PSDB
2020,3519402,SP,prefeito,PSDB
2020,3520103,SP,prefeito,MDB
2020,3522208,SP,prefeito,PL
2020,3522604,SP,prefeito,PSD
2020,3522653,SP,prefeito,PC do B
2020,3523503,SP,prefeito,DEM
2020,3524105,SP,prefeito,CIDADANIA
2020,3526209,SP,prefeito,PL
2020,3527207,SP,prefeito,PSDB
2020,3527504,SP,prefeito,PSDB
2020,3527900,SP,prefeito,PTB
2020,3528908,SP,prefeito,PV
2020,3531407,SP,prefeito,PP
2020,3531803,SP,prefeito,PTB
2020,3531902,SP,prefeito,CIDADANIA
2020,3532603,SP,prefeito,SOLIDARIEDADE
2020,3538006,SP,prefeito,PL
2020,3539004,SP,prefeito,DEM
2020,3539400,SP,prefeito,PODE
2020,3540002,SP,prefeito,PTB
2020,3540804,SP,prefeito,PTB
2020,3541505,SP,prefeito,PV
2020,3542503,SP,prefeito,PSDB
2020,3542602,SP,prefeito,PSDB
2020,3548609,SP,prefeito,PP
2020,3550407,SP,prefeito,PSDB
2020,3551405,SP,prefeito,CIDADANIA
2020,3551504,SP,prefeito,MDB
2020,3551603,SP,prefeito,DEM
2020,3552403,SP,prefeito,CIDADANIA
2020,3552502,SP,prefeito,PL
2020,3554805,SP,prefeito,PSDB
2008,3502101,SP,prefeito,PT
2008,3502507,SP,prefeito,PSDB
2008,3502606,SP,prefeito,PTB
2008,3507407,SP,prefeito,PT
2008,3508108,SP,prefeito,PPS
2008,3511706,SP,prefeito,PSDB
2008,3515509,SP,prefeito,DEM
2008,3532801,SP,prefeito,PMDB
2008,3533254,SP,prefeito,PR
2008,3533403,SP,prefeito,PDT
2008,3534203,SP,prefeito,PMDB
2008,3535804,SP,prefeito,PSDB
2008,3536307,SP,prefeito,PT
2008,3538006,SP,prefeito,PPS
2008,3539905,SP,prefeito,PSDB
2008,3541406,SP,prefeito,PTB
2008,3544251,SP,prefeito,PMN
2008,3547502,SP,prefeito,PMDB
2008,3547650,SP,prefeito,DEM
2008,3548104,SP,prefeito,DEM
2008,3549508,SP,prefeito,PSDB
2012,3503109,SP,prefeito,PR
2012,3503208,SP,prefeito,PMDB
2012,3507308,SP,prefeito,PSD
2012,3507803,SP,prefeito,PT
2012,3509452,SP,prefeito,PV
2012,3511102,SP,prefeito,PSDB
2012,3513108,SP,prefeito,PSDB
2012,3514601,SP,prefeito,PSD
2012,3516309,SP,prefeito,PV
2012,3516903,SP,prefeito,PR
2012,3520442,SP,prefeito,DEM
2012,3521002,SP,prefeito,PSDB
2012,3525201,SP,prefeito,PSB
2012,3527256,SP,prefeito,PSDB
2012,3527603,SP,prefeito,PMDB
2012,3530706,SP,prefeito,PTB
2012,3532801,SP,prefeito,PSDB
2012,3534609,SP,prefeito,PSDB
2012,3536505,SP,prefeito,PSB
2012,3537206,SP,prefeito,PSB
2012,3537503,SP,prefeito,DEM
2012,3537602,SP,prefeito,PTB
2012,3538709,SP,prefeito,PSDB
2012,3540200,SP,prefeito,PSB
2012,3540259,SP,prefeito,PTB
2012,3540507,SP,prefeito,PMDB
2012,3544400,SP,prefeito,PSDB
2012,3546504,SP,prefeito,PSDB
2012,3551405,SP,prefeito,PT
2012,3557154,SP,prefeito,PSDB
2016,3500402,SP,prefeito,DEM
2016,3501103,SP,prefeito,PV
2016,3504701,SP,prefeito,PSDB
2016,3508405,SP,prefeito,PDT
2016,3514304,SP,prefeito,PSB
2016,3515194,SP,prefeito,MDB
2016,3516606,SP,prefeito,PSD
2016,3517406,SP,prefeito,PSDB
2016,3519055,SP,prefeito,PTB
2016,3520608,SP,prefeito,PSD
2016,3522158,SP,prefeito,PL
2016,3522653,SP,prefeito,PT
2016,3522901,SP,prefeito,PTB
2016,3524006,SP,prefeito,PSD
2016,3526100,SP,prefeito,MDB
2016,3527207,SP,prefeito,PSDB
2016,3530607,SP,prefeito,PSDB
2016,3533700,SP,prefeito,PSDB
2016,3538006,SP,prefeito,PL
2016,3539400,SP,prefeito,PSDB
2016,3542008,SP,prefeito,PV
2016,3543238,SP,prefeito,PSDB
2016,3547502,SP,prefeito,PSDB
2016,3549250,SP,prefeito,DEM
2016,3549508,SP,prefeito,PTB
2016,3552601,SP,prefeito,MDB
2016,3553708,SP,prefeito,PSD
2016,3516903,SP,prefeito,PSDB
2020,3508306,SP,prefeito,PSB
2020,3511508,SP,prefeito,PSDB
2020,3511706,SP,prefeito,DEM
2020,3511904,SP,prefeito,PSDB
2020,3512001,SP,prefeito,PSDB
2020,3512407,SP,prefeito,MDB
2020,3512605,SP,prefeito,DEM
2020,3514205,SP,prefeito,MDB
2020,3514809,SP,prefeito,PL
2020,3515103,SP,prefeito,MDB
2020,3518305,SP,prefeito,PL
2020,3522000,SP,prefeito,PSDB
2020,3522505,SP,prefeito,PODE
2020,3523206,SP,prefeito,PP
2020,3525102,SP,prefeito,CIDADANIA
2020,3531506,SP,prefeito,MDB
2020,3531605,SP,prefeito,DEM
2020,3533254,SP,prefeito,PTB
2020,3533809,SP,prefeito,PSDB
2020,3534203,SP,prefeito,PSDB
2020,3540853,SP,prefeito,PSDB
2020,3541109,SP,prefeito,PP
2020,3542404,SP,prefeito,PSDB
2020,3546306,SP,prefeito,PSD
2020,3550803,SP,prefeito,PTB
2020,3553302,SP,prefeito,PSDB
2020,3553658,SP,prefeito,MDB
2020,3555604,SP,prefeito,PSDB
2020,3556404,SP,prefeito,PSDB
2020,3518800,SP,prefeito,PSD
2020,3552809,SP,prefeito,PODE
2008,3500550,SP,prefeito,PSC
2008,3501004,SP,prefeito,PMDB
2008,3501400,SP,prefeito,PP
2008,3503356,SP,prefeito,PTB
2008,3504008,SP,prefeito,DEM
2008,3505708,SP,prefeito,PMDB
2008,3508702,SP,prefeito,PSDB
2008,3513405,SP,prefeito,PR
2008,3515350,SP,prefeito,PTB
2008,3517802,SP,prefeito,PSDB
2008,3519071,SP,prefeito,PT
2008,3521150,SP,prefeito,PMDB
2008,3521804,SP,prefeito,PSDB
2008,3522901,SP,prefeito,PPS
2008,3524204,SP,prefeito,PTB
2008,3524907,SP,prefeito,PV
2008,3526506,SP,prefeito,PSDB
2008,3527256,SP,prefeito,DEM
2008,3530706,SP,prefeito,PV
2008,3531209,SP,prefeito,PV
2008,3533007,SP,prefeito,PTB
2008,3533908,SP,prefeito,DEM
2008,3535101,SP,prefeito,PSB
2008,3538501,SP,prefeito,PMDB
2008,3540903,SP,prefeito,DEM
2008,3541653,SP,prefeito,DEM
2008,3543253,SP,prefeito,PSDB
2008,3543402,SP,prefeito,DEM
2008,3544301,SP,prefeito,PSDB
2008,3548302,SP,prefeito,PSDB
2008,3548807,SP,prefeito,PTB
2008,3548906,SP,prefeito,PT
2008,3552601,SP,prefeito,PMDB
2012,3509304,SP,prefeito,PSL
2012,3509601,SP,prefeito,PR
2012,3512308,SP,prefeito,PSB
2012,3512506,SP,prefeito,PT
2012,3515103,SP,prefeito,PMDB
2012,3515186,SP,prefeito,PSDB
2012,3515608,SP,prefeito,PTB
2012,3516002,SP,prefeito,PPS
2012,3517505,SP,prefeito,PSDB
2012,3518404,SP,prefeito,PSDB
2012,3518602,SP,prefeito,PSDB
2012,3523909,SP,prefeito,PSD
2012,3524204,SP,prefeito,PTB
2012,3525102,SP,prefeito,PPS
2012,3528601,SP,prefeito,PMDB
2012,3531001,SP,prefeito,PMDB
2012,3531605,SP,prefeito,PT
2012,3536208,SP,prefeito,PSC
2012,3536257,SP,prefeito,PSDB
2012,3536604,SP,prefeito,PDT
2012,3540606,SP,prefeito,PSD
2012,3543808,SP,prefeito,PSDB
2012,3548203,SP,prefeito,PT
2012,3549201,SP,prefeito,PRB
2012,3549508,SP,prefeito,PTB
2012,3550704,SP,prefeito,PSC
2012,3553500,SP,prefeito,PSB
2012,3554201,SP,prefeito,PSDB
2012,3556701,SP,prefeito,PTB
2012,3516200,SP,prefeito,PSDB
2016,3500501,SP,prefeito,PDT
2016,3501400,SP,prefeito,PP
2016,3502309,SP,prefeito,PSD
2016,3507803,SP,prefeito,PSDB
2016,3508504,SP,prefeito,PV
2016,3514205,SP,prefeito,MDB
2016,3515103,SP,prefeito,PSB
2016,3519071,SP,prefeito,PDT
2016,3521002,SP,prefeito,PSB
2016,3525854,SP,prefeito,MDB
2016,3527108,SP,prefeito,PSDB
2016,3528304,SP,prefeito,PV
2016,3534005,SP,prefeito,REPUBLICANOS
2016,3540002,SP,prefeito,PTB
2016,3541604,SP,prefeito,PSDB
2016,3541901,SP,prefeito,PSDB
2016,3542602,SP,prefeito,PSDB
2016,3542800,SP,prefeito,PSDB
2016,3546405,SP,prefeito,PSB
2016,3551603,SP,prefeito,DEM
2016,3551702,SP,prefeito,PSDB
2016,3554300,SP,prefeito,PSB
2016,3555505,SP,prefeito,PSD
2016,3552502,SP,prefeito,PL
2020,3503802,SP,prefeito,PSD
2020,3505401,SP,prefeito,PSDB
2020,3511300,SP,prefeito,CIDADANIA
2020,3513900,SP,prefeito,PTB
2020,3514700,SP,prefeito,MDB
2020,3514924,SP,prefeito,PSD
2020,3515301,SP,prefeito,CIDADANIA
2020,3517000,SP,prefeito,PSDB
2020,3517406,SP,prefeito,PSDB
2020,3518602,SP,prefeito,PSDB
2020,3518859,SP,prefeito,PL
2020,3519808,SP,prefeito,SOLIDARIEDADE
2020,3521200,SP,prefeito,PTB
2020,3523305,SP,prefeito,PSDB
2020,3526100,SP,prefeito,PSB
2020,3528106,SP,prefeito,PV
2020,3535705,SP,prefeito,PSDB
2020,3536257,SP,prefeito,PSDB
2020,3536406,SP,prefeito,PSD
2020,3537404,SP,prefeito,PL
2020,3540200,SP,prefeito,PSL
2020,3541208,SP,prefeito,PP
2020,3541802,SP,prefeito,PSD
2020,3542206,SP,prefeito,DEM
2020,3545100,SP,prefeito,PP
2020,3546207,SP,prefeito,PSD
2020,3546603,SP,prefeito,PSL
2020,3549102,SP,prefeito,DEM
2020,3549953,SP,prefeito,REPUBLICANOS
2020,3552106,SP,prefeito,PTB
2020,3553401,SP,prefeito,PSB
2020,3554904,SP,prefeito,PSDB
2020,3555356,SP,prefeito,DEM
2020,3555901,SP,prefeito,PSDB
2020,3556206,SP,prefeito,PSD
2020,3556909,SP,prefeito,PSDB
2020,3543402,SP,prefeito,PSDB
2008,3509304,SP,prefeito,PTB
2008,3513850,SP,prefeito,DEM
2008,3515004,SP,prefeito,PT
2008,3515186,SP,prefeito,PP
2008,3516606,SP,prefeito,PDT
2008,3517000,SP,prefeito,PSDB
2008,3517604,SP,prefeito,PSDB
2008,3521408,SP,prefeito,PSDB
2008,3525607,SP,prefeito,DEM
2008,3526803,SP,prefeito,PSDB
2008,3528502,SP,prefeito,PSDB
2008,3529203,SP,prefeito,PSDB
2008,3530300,SP,prefeito,PDT
2008,3534302,SP,prefeito,PTB
2008,3535408,SP,prefeito,PSDB
2008,3536703,SP,prefeito,PV
2008,3539509,SP,prefeito,PSDB
2008,3543808,SP,prefeito,PSDB
2008,3547205,SP,prefeito,PSDB
2008,3549201,SP,prefeito,PRB
2008,3552205,SP,prefeito,PSDB
2008,3553401,SP,prefeito,DEM
2008,3553955,SP,prefeito,PSDB
2008,3554607,SP,prefeito,PTB
2012,3503307,SP,prefeito,PT
2012,3504305,SP,prefeito,PTB
2012,3506805,SP,prefeito,PSB
2012,3510104,SP,prefeito,PPS
2012,3510708,SP,prefeito,PV
2012,3513504,SP,prefeito,PT
2012,3513850,SP,prefeito,PMDB
2012,3514403,SP,prefeito,PR
2012,3517802,SP,prefeito,PR
2012,3522158,SP,prefeito,PSD
2012,3523206,SP,prefeito,PT
2012,3523701,SP,prefeito,PP
2012,3524501,SP,prefeito,DEM
2012,3526001,SP,prefeito,PSDB
2012,3528007,SP,prefeito,PP
2012,3529302,SP,prefeito,PT
2012,3530409,SP,prefeito,PC do B
2012,3533106,SP,prefeito,PPS
2012,3533502,SP,prefeito,PPS
2012,3533809,SP,prefeito,PSD
2012,3535507,SP,prefeito,PP
2012,3537404,SP,prefeito,PSDB
2012,3541653,SP,prefeito,DEM
2012,3542800,SP,prefeito,PSDB
2012,3543238,SP,prefeito,PSB
2012,3547304,SP,prefeito,PSDB
2012,3553203,SP,prefeito,PT
2012,3554508,SP,prefeito,PSD
2012,3554706,SP,prefeito,PSL
2012,3555901,SP,prefeito,PSDB
2012,3556909,SP,prefeito,PSDB
2012,3543402,SP,prefeito,PSD
2016,3500709,SP,prefeito,REPUBLICANOS
2016,3500808,SP,prefeito,PSD
2016,3503356,SP,prefeito,PTB
2016,3505104,SP,prefeito,DEM
2016,3507506,SP,prefeito,PSDB
2016,3508009,SP,prefeito,PP
2016,3508702,SP,prefeito,PTB
2016,3509304,SP,prefeito,PSDB
2016,3510153,SP,prefeito,PTB
2016,3516705,SP,prefeito,DEM
2016,3517703,SP,prefeito,PSDB
2016,3526308,SP,prefeito,PL
2016,3526506,SP,prefeito,PV
2016,3528205,SP,prefeito,PTB
2016,3533205,SP,prefeito,PSDB
2016,3533809,SP,prefeito,PSB
2016,3540408,SP,prefeito,CIDADANIA
2016,3540606,SP,prefeito,PTB
2016,3540804,SP,prefeito,PSD
2016,3544251,SP,prefeito,PSD
2016,3545001,SP,prefeito,PL
2016,3545803,SP,prefeito,PV
2016,3548054,SP,prefeito,DEM
2016,3548609,SP,prefeito,PV
2016,3553856,SP,prefeito,PSDB
2016,3554656,SP,prefeito,PTB
2016,3555208,SP,prefeito,MDB
2020,3500402,SP,prefeito,PSC
2020,3502903,SP,prefeito,PSD
2020,3503505,SP,prefeito,MDB
2020,3503901,SP,prefeito,PSD
2020,3504602,SP,prefeito,PSDB
2020,3508207,SP,prefeito,PV
2020,3509908,SP,prefeito,PL
2020,3510005,SP,prefeito,PL
2020,3510609,SP,prefeito,PSDB
2020,3512506,SP,prefeito,DEM
2020,3513405,SP,prefeito,PSD
2020,3514007,SP,prefeito,PSDB
2020,3514403,SP,prefeito,PATRIOTA
2020,3516101,SP,prefeito,PSDB
2020,3516309,SP,prefeito,REPUBLICANOS
2020,3516606,SP,prefeito,PSDB
2020,3516903,SP,prefeito,PTB
2020,3524006,SP,prefeito,PSD
2020,3527256,SP,prefeito,PSDB
2020,3527702,SP,prefeito,DEM
2020,3529906,SP,prefeito,PL
2020,3533502,SP,prefeito,PL
2020,3533601,SP,prefeito,PSDB
2020,3536307,SP,prefeito,CIDADANIA
2020,3546405,SP,prefeito,PSD
2020,3546900,SP,prefeito,PL
2020,3553500,SP,prefeito,PSB
2020,3553708,SP,prefeito,PSDB
2020,3556354,SP,prefeito,PL
2020,3556800,SP,prefeito,PTB
2008,3501509,SP,prefeito,PP
2008,3502200,SP,prefeito,PSDB
2008,3504503,SP,prefeito,PSDB
2008,3505104,SP,prefeito,PSDB
2008,3506003,SP,prefeito,PSDB
2008,3507100,SP,prefeito,PSDB
2008,3507209,SP,prefeito,PT
2008,3507803,SP,prefeito,PTB
2008,3509502,SP,prefeito,PDT
2008,3509957,SP,prefeito,PDT
2008,3512902,SP,prefeito,PDT
2008,3517208,SP,prefeito,PSDB
2008,3518800,SP,prefeito,PT
2008,3521903,SP,prefeito,PP
2008,3523602,SP,prefeito,PT
2008,3525300,SP,prefeito,PV
2008,3525805,SP,prefeito,DEM
2008,3528700,SP,prefeito,PSDB
2008,3529104,SP,prefeito,PSDB
2008,3531902,SP,prefeito,PT
2008,3535200,SP,prefeito,PR
2008,3544608,SP,prefeito,PSDB
2008,3545209,SP,prefeito,PDT
2008,3546702,SP,prefeito,DEM
2008,3547908,SP,prefeito,PV
2008,3548203,SP,prefeito,PT
2008,3549607,SP,prefeito,PR
2008,3550100,SP,prefeito,PSB
2008,3552304,SP,prefeito,PSDB
2008,3552551,SP,prefeito,PSDB
2008,3554409,SP,prefeito,PMDB
2008,3554508,SP,prefeito,PTB
2008,3556305,SP,prefeito,PSDB
2008,3556701,SP,prefeito,PTB
2012,3500105,SP,prefeito,PSDB
2012,3500501,SP,prefeito,DEM
2012,3507209,SP,prefeito,PT
2012,3508504,SP,prefeito,PSDB
2012,3509809,SP,prefeito,PMDB
2012,3510153,SP,prefeito,PTB
2012,3510401,SP,prefeito,PPS
2012,3511409,SP,prefeito,PSD
2012,3511706,SP,prefeito,PT
2012,3515152,SP,prefeito,PMDB
2012,3515350,SP,prefeito,PR
2012,3522109,SP,prefeito,PSDB
2012,3529203,SP,prefeito,PV
2012,3531209,SP,prefeito,PC do B
2012,3531407,SP,prefeito,PSB
2012,3533007,SP,prefeito,PSD
2012,3534757,SP,prefeito,PTB
2012,3535309,SP,prefeito,PSDB
2012,3541406,SP,prefeito,PTB
2012,3541802,SP,prefeito,PT
2012,3544509,SP,prefeito,PTB
2012,3545803,SP,prefeito,PV
2012,3549706,SP,prefeito,PSDB
2012,3551702,SP,prefeito,PSDB
2012,3552601,SP,prefeito,PSDB
2012,3552908,SP,prefeito,PP
2016,3500105,SP,prefeito,DEM
2016,3503901,SP,prefeito,MDB
2016,3507308,SP,prefeito,PSDB
2016,3512704,SP,prefeito,DEM
2016,3514700,SP,prefeito,MDB
2016,3515905,SP,prefeito,MDB
2016,3519006,SP,prefeito,PV
2016,3521705,SP,prefeito,PSDB
2016,3522000,SP,prefeito,PL
2016,3522109,SP,prefeito,PSDB
2016,3525102,SP,prefeito,MDB
2016,3526209,SP,prefeito,PL
2016,3529906,SP,prefeito,PSDB
2016,3532058,SP,prefeito,PT
2016,3532843,SP,prefeito,MDB
2016,3537206,SP,prefeito,DEM
2016,3539301,SP,prefeito,PSDB
2016,3540705,SP,prefeito,PSD
2016,3544301,SP,prefeito,PSD
2016,3544905,SP,prefeito,MDB
2016,3547007,SP,prefeito,SOLIDARIEDADE
2016,3548401,SP,prefeito,PV
2016,3553203,SP,prefeito,PTB
2016,3556008,SP,prefeito,PTB
2020,3501905,SP,prefeito,MDB
2020,3502705,SP,prefeito,PSB
2020,3503604,SP,prefeito,PL
2020,3504107,SP,prefeito,PSD
2020,3505807,SP,prefeito,MDB
2020,3505906,SP,prefeito,PP
2020,3506607,SP,prefeito,PL
2020,3507456,SP,prefeito,MDB
2020,3508702,SP,prefeito,PSDB
2020,3511102,SP,prefeito,PSDB
2020,3511409,SP,prefeito,MDB
2020,3518404,SP,prefeito,PSC
2020,3522109,SP,prefeito,PSDB
2020,3522158,SP,prefeito,PSD
2020,3529609,SP,prefeito,AVANTE
2020,3532306,SP,prefeito,PSB
2020,3533403,SP,prefeito,PSD
2020,3535804,SP,prefeito,PP
2020,3544251,SP,prefeito,PSD
2020,3545001,SP,prefeito,PL
2020,3547908,SP,prefeito,PSD
2020,3548054,SP,prefeito,PSDB
2020,3549300,SP,prefeito,PV
2020,3550506,SP,prefeito,PSDB
2020,3554656,SP,prefeito,PSD
2020,3556008,SP,prefeito,DEM
2008,3504602,SP,prefeito,PMDB
2008,3505302,SP,prefeito,PPS
2008,3506359,SP,prefeito,DEM
2008,3509700,SP,prefeito,PPS
2008,3515103,SP,prefeito,PMDB
2008,3516903,SP,prefeito,PTB
2008,3518206,SP,prefeito,PSDB
2008,3523206,SP,prefeito,DEM
2008,3526100,SP,prefeito,PTB
2008,3526407,SP,prefeito,PT
2008,3527702,SP,prefeito,PV
2008,3528809,SP,prefeito,PMDB
2008,3530805,SP,prefeito,PSDB
2008,3531605,SP,prefeito,PMDB
2008,3532207,SP,prefeito,PSDB
2008,3534500,SP,prefeito,PSDB
2008,3534807,SP,prefeito,DEM
2008,3540002,SP,prefeito,PP
2008,3540259,SP,prefeito,PMDB
2008,3541208,SP,prefeito,PSDB
2008,3543105,SP,prefeito,PT
2008,3545159,SP,prefeito,PDT
2008,3546009,SP,prefeito,PMDB
2008,3546207,SP,prefeito,PSDB
2008,3547403,SP,prefeito,PSDB
2008,3550605,SP,prefeito,PSDB
2008,3555604,SP,prefeito,PMDB
2008,3556206,SP,prefeito,PMDB
2012,3502002,SP,prefeito,PMDB
2012,3503406,SP,prefeito,PSB
2012,3505609,SP,prefeito,PT
2012,3507159,SP,prefeito,PSDB
2012,3508207,SP,prefeito,PP
2012,3508801,SP,prefeito,PSDB
2012,3512209,SP,prefeito,DEM
2012,3512704,SP,prefeito,PTB
2012,3513306,SP,prefeito,DEM
2012,3515194,SP,prefeito,PSDB
2012,3515400,SP,prefeito,PSDB
2012,3515806,SP,prefeito,PSD
2012,3517406,SP,prefeito,PT
2012,3518107,SP,prefeito,PSB
2012,3521705,SP,prefeito,DEM
2012,3527306,SP,prefeito,PTB
2012,3529104,SP,prefeito,PV
2012,3529807,SP,prefeito,PSDB
2012,3530102,SP,prefeito,PP
2012,3531803,SP,prefeito,PMDB
2012,3531902,SP,prefeito,PTB
2012,3534203,SP,prefeito,PMDB
2012,3534708,SP,prefeito,PMDB
2012,3535606,SP,prefeito,DEM
2012,3537701,SP,prefeito,PTB
2012,3538907,SP,prefeito,PR
2012,3547700,SP,prefeito,PSDB
2012,3549250,SP,prefeito,PMDB
2012,3549904,SP,prefeito,PT
2012,3554003,SP,prefeito,PMDB
2012,3555356,SP,prefeito,PP
2012,3557303,SP,prefeito,DEM
2012,3525904,SP,prefeito,PC do B
2016,3500303,SP,prefeito,PSDB
2016,3505500,SP,prefeito,PSDB
2016,3507753,SP,prefeito,PV
2016,3509957,SP,prefeito,PSDB
2016,3511607,SP,prefeito,PSDB
2016,3522802,SP,prefeito,DEM
2016,3527801,SP,prefeito,MDB
2016,3530805,SP,prefeito,PSDB
2016,3532900,SP,prefeito,PTB
2016,3533106,SP,prefeito,MDB
2016,3533254,SP,prefeito,REPUBLICANOS
2016,3533304,SP,prefeito,PSDB
2016,3535804,SP,prefeito,PV
2016,3539806,SP,prefeito,PL
2016,3542404,SP,prefeito,PSDB
2016,3544608,SP,prefeito,REPUBLICANOS
2016,3545605,SP,prefeito,DEM
2016,3551900,SP,prefeito,PSB
2016,3552551,SP,prefeito,PSDB
2016,3554201,SP,prefeito,PTB
2016,3554409,SP,prefeito,MDB
2016,3508801,SP,prefeito,PTB
2020,3502408,SP,prefeito,PSDB
2020,3502754,SP,prefeito,PROS
2020,3504800,SP,prefeito,MDB
2020,3505005,SP,prefeito,PDT
2020,3507407,SP,prefeito,PATRIOTA
2020,3507605,SP,prefeito,DEM
2020,3508900,SP,prefeito,REPUBLICANOS
2020,3513207,SP,prefeito,PSD
2020,3516002,SP,prefeito,MDB
2020,3517901,SP,prefeito,CIDADANIA
2020,3518107,SP,prefeito,AVANTE
2020,3520004,SP,prefeito,CIDADANIA
2020,3520442,SP,prefeito,PSDB
2020,3523008,SP,prefeito,PP
2020,3527405,SP,prefeito,PV
2020,3528809,SP,prefeito,MDB
2020,3535903,SP,prefeito,PP
2020,3536505,SP,prefeito,PL
2020,3543105,SP,prefeito,PTB
2020,3543238,SP,prefeito,PSDB
2020,3543253,SP,prefeito,PP
2020,3548906,SP,prefeito,PSL
2020,3549201,SP,prefeito,PSDB
2020,3549904,SP,prefeito,PSDB
2020,3552551,SP,prefeito,PSDB
2020,3557006,SP,prefeito,PSDB
2020,3557154,SP,prefeito,DEM
2008,3501707,SP,prefeito,PT
2008,3501806,SP,prefeito,PR
2008,3503109,SP,prefeito,PTB
2008,3507456,SP,prefeito,PSDB
2008,3508405,SP,prefeito,PMDB
2008,3508504,SP,prefeito,DEM
2008,3509254,SP,prefeito,PSDB
2008,3510005,SP,prefeito,PHS
2008,3510203,SP,prefeito,PR
2008,3511508,SP,prefeito,PPS
2008,3512001,SP,prefeito,PSDB
2008,3518107,SP,prefeito,PSB
2008,3522505,SP,prefeito,PT
2008,3523404,SP,prefeito,PSDB
2008,3523800,SP,prefeito,PSDB
2008,3525508,SP,prefeito,PSB
2008,3526605,SP,prefeito,PSDB
2008,3528601,SP,prefeito,PTB
2008,3529609,SP,prefeito,PTB
2008,3532504,SP,prefeito,PSDB
2008,3539004,SP,prefeito,PSDB
2008,3545308,SP,prefeito,PDT
2008,3545704,SP,prefeito,PMDB
2008,3546504,SP,prefeito,PTB
2008,3548500,SP,prefeito,PMDB
2008,3549805,SP,prefeito,PSB
2008,3550902,SP,prefeito,PSDB
2008,3556503,SP,prefeito,PT
2008,3557006,SP,prefeito,PT
2008,3557154,SP,prefeito,PT
2012,3500204,SP,prefeito,DEM
2012,3500402,SP,prefeito,PSC
2012,3503158,SP,prefeito,PPS
2012,3504909,SP,prefeito,PV
2012,3505500,SP,prefeito,PSDB
